# Date: 04_11_2015
# Reduction method: manual
# Reduction engine: RefRed
# # Date: 04_11_2015
#
# DataRun	NormRun	2theta(degrees)	LambdaMin(A)	LambdaMax(A)	Qmin(1/A)	Qmax(1/A)	ScalingFactor
# 130821	130788	1.20		13.36		16.63		0.0079		0.0098		1
# 130822	130789	1.20		10.81		14.19		0.0093		0.0122		1
# 130823	130790	1.20		7.84		11.27		0.0117		0.0168		1
# 130824	130791	1.20		4.89		8.23		0.0160		0.0269		1
# 130825	130792	1.38		2.60		5.84		0.0259		0.0582		1
# 130826	130792	2.74		2.60		5.84		0.0514		0.1156		1
# 130827	130792	5.42		2.60		5.84		0.1017		0.2285		1
#
# Clocking Correction used
# clock1: 120
# clock2: 197
# dQ0[1/Angstroms]= 0.0004
# dQ/Q= 0.023
#
# Q[1/Angstroms] R delta_R Precision
0.0160209789507 0.0638080491824 0.00506614520362 0.000768482515866
0.0163894614666 0.0591562996424 0.00465787509602 0.000776957613731
0.0171520467192 0.351336566044 0.0273560287284 0.00079449707454
0.0175465437937 0.31021404968 0.024920822587 0.000803570507255
0.0179501143009 0.269936187505 0.0217188974517 0.000812852628922
0.0183629669299 0.278366284108 0.0208584629525 0.000822348239387
0.0187853151693 0.252055229408 0.0192186791819 0.000832062248893
0.0192173774181 0.245065857643 0.018011586498 0.000841999680617
0.0196593770988 0.211211519765 0.0167417986605 0.000852165673272
0.020111542772 0.171971010394 0.014196061751 0.000862565483757
0.0205741082558 0.157108470844 0.0132217671191 0.000873204489883
0.0210473127457 0.144348440031 0.0120765881371 0.000884088193151
0.0215314009388 0.115229448199 0.0106013929824 0.000895222221593
0.0220266231604 0.10453619974 0.00984150568476 0.00090661233269
0.0225332354931 0.109915469691 0.0093480119498 0.000918264416342
0.0230514999095 0.0934101220519 0.00842750878626 0.000930184497917
0.0235816844074 0.091490998332 0.00810365546351 0.00094237874137
0.0241240631487 0.0902837524439 0.00765137778316 0.000954853452421
0.0246789166012 0.0780830020699 0.0070732077003 0.000967615081827
0.025246531683 0.0698012458208 0.0064648933199 0.000980670228709
0.0258272019117 0.0733439405786 0.00631846124588 0.000994025643969
0.0264212275557 0.0634314965583 0.00582399044571 0.00100768823378
0.0276505808526 0.152145422394 0.00633703990958 0.00103596335961
0.0282865442122 0.13453071665 0.00577080458957 0.00105059051688
0.0289371347291 0.115037637199 0.00508798263011 0.00106555409877
0.0296026888279 0.11725979281 0.00491456121437 0.00108086184304
0.0302835506709 0.103623386332 0.0044861148411 0.00109652166543
0.0309800723363 0.0990115434888 0.00431402284763 0.00111254166374
0.0316926140001 0.102092923684 0.00434390790697 0.001128930122
0.0324215441221 0.0776492849928 0.00386665514094 0.00114569551481
0.0331672396369 0.0836241866953 0.0041136765551 0.00116284651165
0.0339300861485 0.0732072976995 0.00369007067495 0.00118039198142
0.0347104781299 0.0608211937712 0.00334231403209 0.00119834099699
0.0355088191269 0.0557262729583 0.00318339443589 0.00121670283992
0.0363255219669 0.0557697850975 0.00311942023321 0.00123548700524
0.0371610089721 0.0533312581895 0.00306479896802 0.00125470320636
0.0380157121784 0.0428150644008 0.00301527688869 0.0012743613801
0.0388900735586 0.0411119220456 0.00283838034057 0.00129447169185
0.0397845452504 0.0388712982576 0.00278118894489 0.00131504454076
0.0406995897912 0.0335994382051 0.00250057739721 0.0013360905652
0.0416356803564 0.0277814984588 0.00230027399702 0.0013576206482
0.0425933010045 0.0259653656728 0.00221695166624 0.0013796459231
0.0435729469277 0.0287548955624 0.00231338474271 0.00140217777934
0.044575124707 0.0224725099589 0.00205762083337 0.00142522786826
0.0456003525753 0.0202923650297 0.00201320497359 0.00144880810923
0.0466491606845 0.0174674869499 0.00193148492125 0.00147293069574
0.0477220913802 0.0182859302955 0.00186407760288 0.00149760810175
0.048819699482 0.0166888332263 0.00182097510656 0.00152285308809
0.0499425525701 0.0119715528297 0.00168164389978 0.00154867870911
0.0510912312792 0.0121347420459 0.00167060384775 0.00157509831942
0.0522663295986 0.0113932452721 0.00166241933951 0.00160212558077
0.0534684551794 0.0121391028598 0.00163160650579 0.00162977446913
0.0546982296485 0.0104040982994 0.00161901879233 0.00165805928192
0.0559562889304 0.0083104484699 0.00158294737056 0.0016869946454
0.0572432835758 0.0069563831901 0.00150172982329 0.00171659552224
0.058559879098 0.0284089070019 0.00139671414508 0.00174687721925
0.0599067563173 0.0276208444809 0.0012844285221 0.0017778553953
0.0612846117126 0.0255504389776 0.00125490354559 0.00180954606939
0.062694157782 0.0227183679986 0.00118580048324 0.00184196562899
0.064136123411 0.0214973042968 0.00116684994158 0.00187513083845
0.0656112542494 0.018741946663 0.00111220473252 0.00190905884774
0.0671203130972 0.0168082919443 0.00101292962168 0.00194376720123
0.0686640802984 0.0162860137333 0.000974959071462 0.00197927384686
0.0702433541453 0.0155638568401 0.000936875325289 0.00201559714534
0.0718589512906 0.0131746876674 0.000872141467714 0.00205275587968
0.0735117071703 0.0126838878781 0.000917494023154 0.00209076926492
0.0752024764352 0.0132065623957 0.000944909326662 0.00212965695801
0.0769321333932 0.0114726947865 0.000879818153372 0.00216943906804
0.0787015724612 0.0103812193137 0.000823383575048 0.00221013616661
0.0805117086279 0.00974212230145 0.000776095533223 0.00225176929844
0.0823634779263 0.0097687916766 0.000771038084839 0.0022943599923
0.0842578379186 0.00842918067382 0.000711110061638 0.00233793027213
0.0861957681907 0.00911711511981 0.00072871726378 0.00238250266839
0.0881782708591 0.00759137411339 0.000698316295313 0.00242810022976
0.0902063710889 0.00632245101241 0.000640625638944 0.00247474653504
0.0922811176239 0.00588369206157 0.000607358064246 0.00252246570535
0.0944035833293 0.005691599349 0.000589851811046 0.00257128241657
0.0965748657458 0.00470407786605 0.000564890809992 0.00262122191215
0.098796087658 0.00484874557967 0.000551298464806 0.00267231001613
0.101068397674 0.00431332397615 0.000543126368494 0.0027245731465
0.103392970821 0.00332418408358 0.000517534641063 0.00277803832887
0.10577100915 0.00938630178685 0.000460246538979 0.00283273321044
0.10820374236 0.00833334653859 0.00042532286142 0.00288868607428
0.110692428434 0.00614575515026 0.000353867662786 0.00294592585399
0.113238354288 0.00469608997384 0.000308535002465 0.00300448214863
0.115842836437 0.00365114410055 0.000272495325583 0.00306438523805
0.118507221675 0.00232070396211 0.000234038431032 0.00312566609852
0.121232887773 0.00170791686872 0.000215663915646 0.00318835641879
0.124021244192 0.00149129612671 0.000201251750277 0.00325248861642
0.126873732809 0.000962591414296 0.000195873201072 0.0033180958546
0.129791828663 0.00101955495093 0.000187465835466 0.00338521205925
0.132777040722 0.00073521726407 0.000163037295125 0.00345387193662
0.135830912659 0.000756217471227 0.000164600321529 0.00352411099116
0.13895502365 0.000633159607501 0.000164282682652 0.00359596554396
0.142150989194 0.000952939286299 0.00017386474635 0.00366947275147
0.145420461946 0.000679436830164 0.000190466551907 0.00374467062475
0.14876513257 0.00117073822868 0.000190215213297 0.00382159804912
0.15218673062 0.00117767412788 0.000184337202205 0.00390029480425
0.155687025424 0.00142683215245 0.000191762030837 0.00398080158475
0.159267827009 0.00134025897425 0.000179551751113 0.0040631600212
0.16293098703 0.00141714405294 0.000184846286523 0.00414741270168
0.166678399731 0.00153335765253 0.000190359936822 0.00423360319382
0.170512002925 0.00140529811426 0.000185951402692 0.00432177606728
0.174433778993 0.001460002112 0.000195365049505 0.00441197691683
0.178445755909 0.00163047188013 0.000179241305526 0.00450425238592
0.182550008295 0.00126497336201 0.0001665446101 0.00459865019079
0.186748658486 0.00106148148319 0.000164226776616 0.00469521914518
0.191043877631 0.000896595140183 0.000165803006249 0.00479400918552
0.195437886817 0.000915544296788 0.000154830420644 0.00489507139679
0.199932958214 0.000806665403452 0.000160087785018 0.00499845803891
0.204531416252 0.000866532565044 0.000161521688902 0.00510422257381
0.209235638826 0.000516014354367 0.000156947276622 0.005212419693
0.214048058519 0.000322014808556 0.000152219934733 0.00532310534594
0.218971163865 0.000367460394964 0.000147989228231 0.0054363367689
